,publishedAt,authorDisplayName,textDisplay,textDisplay_Tokens
95,2023-10-05T02:03:33Z,@J_Oppenheimer,saya seller di onlineshop juga punya toko boss dan gudang offline emangnya kalau penjual online tidak punya modal gitu itu barang dagangan bisa terbang secara ghoib kerumah konsumen gitu emng dikira jualan dionline tidak dipotong fee iklan biaya laya dll gitu makanya belajar bos jualan jangan cuma duduk manis menunggu pembeli kan ada fasilitas marketplace dimanfaatkanlah jangan banyak alasan babibu,saya seller di onlineshop juga punya toko boss dan gudang offline emang kalau jual online tidak punya modal gitu itu barang dagang bisa terbang cara ghoib rumah konsumen gitu emng kira jual dionline tidak potong fee iklan biaya laya dll gitu makanya ajar bos jual jangan cuma duduk manis tunggu beli kan ada fasilitas marketplace manfaat jangan banyak alas babibu
96,2023-10-05T09:42:29Z,@user-np6mm3jj6l,tutup juga toko online yang sering menjatuhkan harga pasar segera,tutup juga toko online yang sering jatuh harga pasar segera
97,2023-10-07T05:39:08Z,@desinovitasari2854,makanya jualan ya biar tau kami pake paket juga kami punya bayi yang mau diurus suami kami gaji kecil liat dari kacamata ya,makanya jual ya biar tau kami pake paket juga kami punya bayi yang mau urus suami kami gaji kecil liat dari kacamata ya
98,2023-10-04T20:33:55Z,@beesclub9317,rezeki udah ada yang ngatur,rezeki udah ada yang ngatur
99,2023-10-04T20:09:57Z,@telolet6782,sebelum ditutup sepatutnya dibincangkan dengan teliti dulu dibuat batas waktu biar semua seller buyer win win solution,belum tutup patut bincang dengan teliti dulu buat batas waktu biar semua seller buyer win win solution
100,2023-10-04T17:14:06Z,@FathulLuay,alhamdulillah tiktokshop di tutup,alhamdulillah tiktokshop di tutup
101,2023-10-05T00:20:44Z,@phuncek,pedagang tanah abang ya,dagang tanah abang ya
102,2023-10-04T16:37:28Z,@rodhifa,untung saya sudah banyak menikmati voucher di tiktokshop kalau ditutup ya sudahlah tiktok pemain baru pantas harganya murah² sama seperti shopee pertama belanja di shopee di tahun semuanya murah banyak diskonnya bahkan saya pernah meletus balon check in dapat rb koin sekarang hanya dapat koin jauh banget,untung saya sudah banyak nikmat voucher di tiktokshop kalau tutup ya sudah tiktok main baru pantas harga murah sama seperti shopee pertama belanja di shopee di tahun semua murah banyak diskon bahkan saya pernah letus balon check in dapat rb koin sekarang hanya dapat koin jauh banget
103,2023-10-04T15:47:32Z,@febbynurzamilah556,setuju,tuju
104,2023-10-04T13:36:47Z,@desinatalia5431,enak belanja di tiktok karena banyak diskonnya kalau sudah di tab banyak dapat diskonnya suka belanja di tiktokshop tidak pernah kecewa,enak belanja di tiktok karena banyak diskon kalau sudah di tab banyak dapat diskon suka belanja di tiktokshop tidak pernah kecewa
105,2023-10-04T12:30:55Z,@irwandepriyanto2778,apakah tiktikshop tidak bayar pajak kah,apakah tiktikshop tidak bayar pajak kah
106,2023-10-04T15:49:39Z,@habibirezi8760,bener ini harusnya ada pajak setiap penjualannya,bener ini harus ada pajak tiap jual
107,2023-10-07T04:45:57Z,@BlackDiamond-sw8lo,bayar dong sejak keluar dari pabrik juga sudah bayar,bayar dong sejak keluar dari pabrik juga sudah bayar
108,2023-10-04T12:28:10Z,@Evisoebank7980,alhamdulilah akhirnya ,alhamdulilah akhir
109,2023-10-04T12:15:42Z,@AchmadmuftiN,gegara tiktokshop di banyak yang nganggur pasti ada tim di phk,gegara tiktokshop di banyak yang nganggur pasti ada tim di phk
110,2023-10-04T15:31:40Z,@rapneverdie21,lebay ah lebih kasian pedagang konvensional yang sudah bayar ruko tpi pada sepi gara tiktok,lebay ah lebih kasi dagang konvensional yang sudah bayar ruko tpi pada sepi gara tiktok
111,2023-10-04T12:14:58Z,@user-lr5qj9sr7m,jadi kak kalau udah pesa dalam perjala apakah tetap sampai karena tiktok shop di hapus,jadi kak kalau udah pesa dalam jala apakah tetap sampai karena tiktok shop di hapus
112,2023-10-04T12:28:18Z,@agungasmoro-ud4my,la itu yang jadi pertanyaan,la itu yang jadi tanya
113,2023-10-04T12:13:52Z,@nafisahkhayla1258,rejeki bukan dari tiktok,rejeki bukan dari tiktok
114,2023-10-04T11:56:02Z,@oreocrisppul1386,tutup,tutup
115,2023-10-04T11:52:17Z,@HanyaManusiaBiasa-kl4fo,tiktokshop ditutup bagus sekali tetapi pasar konvensional gimana kabar sekarang sudah membludak kah,tiktokshop tutup bagus sekali tetapi pasar konvensional gimana kabar sekarang sudah membludak kah
116,2023-10-04T22:39:29Z,@schonheithartmann5689,alhamdulillah sudah mulai,alhamdulillah sudah mulai
117,2023-10-05T00:23:58Z,@phuncek,buktinya,bukti
118,2023-10-05T02:05:55Z,@J_Oppenheimer,alhamdulilaah hari ini pasar tanah abang ramai sekali antriannya panjang mebludak sampai keluar pasar,alhamdulilaah hari ini pasar tanah abang ramai sekali antri panjang mebludak sampai keluar pasar
119,2023-10-05T04:52:22Z,@nurita9959,sudah rame kembali pasar tradisional mantap pemerintah,sudah rame kembali pasar tradisional mantap perintah
120,2023-10-04T11:47:13Z,@IntEntertainments,kok bisa ya,kok bisa ya
121,2023-10-04T11:31:31Z,@indo631,saya termasuk tim yabg setuju tiktokshop ditutup kasian pedagang aslinya,saya masuk tim yabg tuju tiktokshop tutup kasi dagang asli
122,2023-10-04T11:54:30Z,@naturaworld8322,dikira yang jualan ditiktok makhluk ghaib,kira yang jual ditiktok makhluk ghaib
123,2023-10-04T19:28:34Z,@mikiterbang1225,emang goib harga tidak ngotak,emang goib harga tidak ngotak
124,2023-10-05T00:56:40Z,@phuncek,pedagang aslinya maksutnya yang gimana bang,dagang asli maksutnya yang gimana bang
125,2023-10-04T11:14:03Z,@rapiudinaye1768,pasar makin sepi,pasar makin sepi
126,2023-10-04T11:07:16Z,@dayatsyarif4144,tiktok ngerusak harga,tiktok ngerusak harga
127,2023-10-04T10:36:29Z,@nayadibachannel,jadi sedih,jadi sedih
128,2023-10-04T10:28:07Z,@rahasiakanaku4065,ketika sudah menjadi habit lalu pemerintah maunya tiktok diregulasi baru juga mulai lagi kerja gegara covid kemarin eh mau nganggur lagi aja negara indonesia kebanyakan bercanda ,ketika sudah jadi habit lalu perintah mau tiktok regulasi baru juga mulai lagi kerja gegara covid kemarin eh mau nganggur lagi aja negara indonesia banyak canda
129,2023-10-04T11:22:48Z,@rra2931,pasti kamu warga tiktok ini udah termasuk masalah ekonomi kritis kalau barang yang dijual barang lokal gamasalah ini barang impor yang harganya murah kalau tidak ditutup produk indonesia bakal tidak ada terus kalau udah tidak ada produk lokal harga di tiktok bakal dinaikkan drastis karena tidak ada kompetitor,pasti kamu warga tiktok ini udah masuk masalah ekonomi kritis kalau barang yang jual barang lokal gamasalah ini barang impor yang harga murah kalau tidak tutup produk indonesia bakal tidak ada terus kalau udah tidak ada produk lokal harga di tiktok bakal naik drastis karena tidak ada kompetitor
130,2023-10-05T00:56:05Z,@phuncek,yang diubah itu harusnya aturan jual barang import tidak resminya dan buat program majuin produk lokal bukan ditutup aplikasinya,yang ubah itu harus atur jual barang import tidak resmi dan buat program majuin produk lokal bukan tutup aplikasi
131,2023-10-04T10:25:52Z,@ramlanwijaya2909,ya yg udh beli ruko sewa toko lbh sedih,ya yg udh beli ruko sewa toko lbh sedih
132,2023-10-05T00:20:27Z,@phuncek,kalau sudah bisa beli sewa ruko pasti sudah mikir resikonya,kalau sudah bisa beli sewa ruko pasti sudah mikir resiko
133,2023-10-05T10:43:33Z,@putraborneo591,padahal tiktokshop itu sangat memantu para umkm orang orang pasar saja masih primitiv tidak mengikuti perkembangan zaman aneh juga menteri indo ini,padahal tiktokshop itu sangat mantu para umkm orang orang pasar saja masih primitiv tidak ikut kembang zaman aneh juga menteri indo ini
134,2023-10-04T22:48:34Z,@user-np6mm3jj6l,uuuuuuurrrrrraaaaaaaa,uuuuuuurrrrrraaaaaaaa
135,2023-10-04T11:10:30Z,@RedmiTapin-uj9ow,tidak ada lagi yang murah di pasar jualan mahal terlalu tinggi mencari untung beli murah jualan mahal kalau di pasar pasar,tidak ada lagi yang murah di pasar jual mahal terlalu tinggi cari untung beli murah jual mahal kalau di pasar pasar
136,2023-10-04T05:05:07Z,@user-nt3fw7yz2o,bodoh tidak sekalian penggunaan henpon di larang sekalian jangan sok berpengusa,bodoh tidak sekali guna henpon di larang sekali jangan sok kusa
137,2023-10-03T14:19:58Z,@user-mw1dr8ex1p,serius ya umkm itu pendagang offline aja ya terus yang jualan online itu tidak termasuk umkm,serius ya umkm itu dagang offline aja ya terus yang jual online itu tidak masuk umkm
138,2023-10-03T05:10:58Z,@maurazahra-rv3mf,saya s tingal di pelosok mencari kerja di negara ini sangat susah banyak persaingan dan orang dalam pernah kepikiran juga buat merantau ke luar negeri tapi masih saja di persulit dalam hal administrasi seperti ktp kk paspor dan sebagainya kalau ada uang baru semuanya lancar saya berusaha bisnis baju secara offline tapi tidak ada yang beli soal nya saya hidup di pelosok jadi daya beli masyarakat nya rendah tapi setelah adanya tiktokshop dan sejenianya saya mulai mencoba berjualan online dan hasilnya lumayan karna jangkauan promosin barang saya lebih luas dan alhamdulillah setiap hari ada aja yang beli dan mendengar kebijakan dari pemerintah akan menutup tiktokshop saya merasa sangat kecewa dan bingung mau jualan dimana sedangkan pelanggan saya mengenal saya dari tiktok semua dan yang buat saya lebih marah lagi itu menteri ngeluarin kebijakan cuma karena tanah abang sepi anjing tapi dia tidak melihat kami yang ada di pelosok negeri selalu umkm yang sudah berhasil memasarkan produknya secara online saya juga bingung kalian pelaku umkm yang andai di ibu kota teruntuk umkm yang ada di tanah abang seharusnya lebih pintar untuk memanfaatkan media sosial dari pada kami yang dari pelosok kalau begini jadinya yang kurang pendidikan kami orang kampung yang penuh keterbatasan atau kalian orang kota yang penuh dengan pasilitas mikir dan untuk pak menterinya saya curiga dia gotot memperjuangkan pelaku umkm tanah abang untuk menarik suara buat partainya saja mungkinnnnn ,saya s tingal di pelosok cari kerja di negara ini sangat susah banyak saing dan orang dalam pernah pikir juga buat rantau ke luar negeri tapi masih saja di sulit dalam hal administrasi seperti ktp kk paspor dan bagai kalau ada uang baru semua lancar saya usaha bisnis baju cara offline tapi tidak ada yang beli soal nya saya hidup di pelosok jadi daya beli masyarakat nya rendah tapi telah ada tiktokshop dan sejenianya saya mulai coba jual online dan hasil lumayan karna jangkau promosin barang saya lebih luas dan alhamdulillah tiap hari ada aja yang beli dan dengar bijak dari perintah akan tutup tiktokshop saya rasa sangat kecewa dan bingung mau jual mana sedang langgan saya kenal saya dari tiktok semua dan yang buat saya lebih marah lagi itu menteri ngeluarin bijak cuma karena tanah abang sepi anjing tapi dia tidak lihat kami yang ada di pelosok negeri selalu umkm yang sudah hasil pasar produk cara online saya juga bingung kalian laku umkm yang andai di ibu kota untuk umkm yang ada di tanah abang harus lebih pintar untuk manfaat media sosial dari pada kami yang dari pelosok kalau begini jadi yang kurang didik kami orang kampung yang penuh batas atau kalian orang kota yang penuh dengan pasilitas mikir dan untuk pak menteri saya curiga dia gotot juang laku umkm tanah abang untuk tarik suara buat partai saja mungkinnnnn
139,2023-09-29T11:02:59Z,@lancup4069,alhamdulilah,alhamdulilah
140,2023-09-29T06:37:01Z,@user-wv3nt3zt6v,keranjang kuning kok masih ada ya,keranjang kuning kok masih ada ya
141,2023-09-27T19:47:31Z,@Desong581,saya setuju tiktokshop ditutup karena banyak artis yang ikut²an jualan kasihan pedagang² kecil kalah saing,saya tuju tiktokshop tutup karena banyak artis yang ikut an jual kasihan dagang kecil kalah saing
142,2023-09-27T12:08:26Z,@sungaikaras5338,sebagai pembeli didengar juga tidak keluhannya pak yang offline suka pasang harga seenak jidatnya yang online ongkir malah lebih murah,bagai beli dengar juga tidak keluh pak yang offline suka pasang harga enak jidat yang online ongkir malah lebih murah
143,2023-09-27T06:35:44Z,@MATTADUNIA,efek samping orderannya banyak lalu di posting ,efek samping order banyak lalu di posting
144,2023-09-27T06:33:22Z,@MATTADUNIA,coba pinjol itu dihapus,coba pinjol itu hapus
145,2023-09-27T05:32:40Z,@shintarahmawati5091,kalau aku sii bukan gamau beli di toko tapi memang di online shop itu lebih murah dan harga nya jauh beda dengan beli toko padahal kadang sama aja barang nya memang mereka juga ingin mendapatkan untung tapi jauh bgt untung nya smpe kalau di online shop walupun pake ongkir tetap murah beda harga nya kalo di toko belum lagi ti si penjual bilang segitu karyawan ngarah untung lagi di tambahin lagi harga nya menjerit banget jadi nya,kalau aku sii bukan gamau beli di toko tapi memang di online shop itu lebih murah dan harga nya jauh beda dengan beli toko padahal kadang sama aja barang nya memang mereka juga ingin dapat untung tapi jauh bgt untung nya smpe kalau di online shop walupun pake ongkir tetap murah beda harga nya kalo di toko belum lagi ti si jual bilang segitu karyawan ngarah untung lagi di tambahin lagi harga nya jerit banget jadi nya
146,2023-09-27T23:32:15Z,@user-xl7nn7mk1r,iya tapi umkm dalam negeri hancur,iya tapi umkm dalam negeri hancur
147,2023-09-26T23:05:03Z,@heria99,wah gue dah pasive income dih tiktok kok mala ditutup memanglah baru beberapa hari ini turun drastis pendapatan affiliasi saya dari ratusan sekarang ratusan rabu hari moga batal dah,wah gue dah pasive income dih tiktok kok mala tutup memang baru beberapa hari ini turun drastis dapat affiliasi saya dari ratus sekarang ratus rabu hari moga batal dah
148,2023-09-26T16:22:16Z,@engkoskosasih3870,jabatan hadiah tanpa pengetahuan ya jadi keblinger,jabat hadiah tanpa tahu ya jadi keblinger
149,2023-09-26T16:21:02Z,@engkoskosasih3870,kumpulan bajingan asbun urusin harga tuh,kumpul bajing asbun urusin harga tuh
150,2023-09-26T16:09:09Z,@efendysinaga,tidak mampu bersaing akhirnya melarang,tidak mampu saing akhir larang
151,2023-09-26T14:53:45Z,@adyleo994,saya setuju tiktokshop di larang di tutup,saya tuju tiktokshop di larang di tutup
152,2023-09-26T11:37:25Z,@jackkelvinchannel44,gampang pindah aja ke fb reel,gampang pindah aja ke fb reel
153,2023-09-26T11:21:28Z,@lordhanzo06,tiktok hapus pindah jualan ke shopee live mampus tidak dapet pajak lagi para koruptor ,tiktok hapus pindah jual ke shopee live mampus tidak dapet pajak lagi para koruptor
154,2023-09-26T11:14:59Z,@lordhanzo06,disaat negara maju mikir maju negara ini mikir mundur mending ngurusin pegawai pajak yang korupsi kenapa perpajakan tidak ada uangnya ya karena di korupsi,saat negara maju mikir maju negara ini mikir mundur mending ngurusin pegawai pajak yang korupsi kenapa paja tidak ada uang ya karena di korupsi
155,2023-09-26T10:03:13Z,@user-mq3bt5gt2w,bagus lanjutkan kalau perlu pasar bebas juga dihapuskan cuma satu pedagang kalau sudah jaya jangan semena mena menaikan harga seenak jidatnya sendiri perlu ada het jadi harga wajar dan bisa diterima semua pihak,bagus lanjut kalau perlu pasar bebas juga hapus cuma satu dagang kalau sudah jaya jangan semena mena naik harga enak jidat sendiri perlu ada het jadi harga wajar dan bisa terima semua pihak
158,2023-09-26T08:42:18Z,@funnyvideos-zk3og,kenapa tidak coba tutup semua yang jualan online kita liat seberapa pengaruh nya terhadap umkm,kenapa tidak coba tutup semua yang jual online kita liat berapa pengaruh nya hadap umkm
159,2023-09-26T08:07:42Z,@ucingoren26,ya udah kalo kayak gituh ojol juga di hapus pak balik lagi ke setelan awal bukan kayak zaman sekarang yang udah serba online ini agar balik lagi seperti jaman dulu,ya udah kalo kayak gituh ojol juga di hapus pak balik lagi ke setel awal bukan kayak zaman sekarang yang udah serba online ini agar balik lagi seperti jaman dulu
160,2023-09-26T12:10:41Z,@bnrid8086,mereka itu orang² yang nggak mau mengikuti perkembangan zaman,mereka itu orang yang nggak mau ikut kembang zaman
161,2023-09-26T07:21:24Z,@hennynovi390,tiktok kamu salahin padahal aku saja jarang banget liat tiktok oon,tiktok kamu salahin padahal aku saja jarang banget liat tiktok oon
162,2023-09-26T06:47:25Z,@criscash1104,aturan aneh aneh,atur aneh aneh
163,2023-09-26T06:28:57Z,@damaiofficial4012,coba tiktok kasih uang yang banyak kepemerintah pasti dibolehin ujung ujung tiktok ti harus mempermahal ongkir karena bayar lebih kepemerintah,coba tiktok kasih uang yang banyak perintah pasti dibolehin ujung ujung tiktok ti harus mahal ongkir karena bayar lebih perintah
164,2023-09-26T06:26:45Z,@damaiofficial4012,kenapa shopee tidak dilarang coba mikir mereka bukan ingin memudahkan rakyat tetapi sebenarnya ingin menjajah ekonomi kita,kenapa shopee tidak larang coba mikir mereka bukan ingin mudah rakyat tetapi benar ingin jajah ekonomi kita
165,2023-09-26T04:00:29Z,@jundanjul8609,tidak sekalian saja internet di hilangkan di indonesia,tidak sekali saja internet di hilang di indonesia
